diseaseName	diseaseClass	disease
Baraitser Brett Piesowicz syndrome	C05	Заболевания опорно-двигательной системы
Osteogenesis Imperfecta, Type VI	C05	Заболевания опорно-двигательной системы
CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME	C05	Заболевания опорно-двигательной системы
Coffin-Siris syndrome	C05	Заболевания опорно-двигательной системы
Hyperparathyroidism, Secondary	C19	Болезни эндокринной системы
Complications of Diabetes Mellitus	C19	Болезни эндокринной системы
Hypogonadism	C19	Болезни эндокринной системы
Hypogonadotropic hypogonadism	C19	Болезни эндокринной системы
Primary hypogonadism	C19	Болезни эндокринной системы
Hypogonadism, Isolated Hypogonadotropic	C19	Болезни эндокринной системы
Goiter	C19	Болезни эндокринной системы
Thyroid Dyshormonogenesis 3	C19	Болезни эндокринной системы
Hashimoto Disease	C19	Болезни эндокринной системы
Dystransthyretinemic Euthyroidal Hyperthyroxinemia	C19	Болезни эндокринной системы
Precocious Puberty	C19	Болезни эндокринной системы
Cryptogenic sexual precocity	C19	Болезни эндокринной системы
Central Precocious Puberty	C19	Болезни эндокринной системы
Testotoxicosis	C19	Болезни эндокринной системы
Delayed Puberty	C19	Болезни эндокринной системы
Hyperthyroidism	C19	Болезни эндокринной системы
Primary Hyperthyroidism	C19	Болезни эндокринной системы
Gastro-enteropancreatic neuroendocrine tumor	C19	Болезни эндокринной системы
Diabetic Cardiomyopathies	C19	Болезни эндокринной системы
Diabetes Mellitus, Insulin-Dependent	C19	Болезни эндокринной системы
Diabetic Retinopathy	C19	Болезни эндокринной системы
Diabetes, Autoimmune	C19	Болезни эндокринной системы
Brittle diabetes	C19	Болезни эндокринной системы
Diabetes Mellitus, Ketosis-Prone	C19	Болезни эндокринной системы
Diabetes Mellitus, Sudden-Onset	C19	Болезни эндокринной системы
