source	target	diseaseName
Complement component C8 alpha chain	Болезни кожи и соединительной ткани	Polyarthritis, Juvenile, Rheumatoid Factor Positive
Complement component C8 beta chain	Болезни кожи и соединительной ткани	Dermatomyositis
Complement component C8 beta chain	Болезни кожи и соединительной ткани	Erythema
Complement component C8 beta chain	Болезни кожи и соединительной ткани	Adult type dermatomyositis
Complement component C8 beta chain	Болезни кожи и соединительной ткани	Dermatomyositis, Childhood Type
Complement component C9	Болезни кожи и соединительной ткани	Lupus Erythematosus, Systemic
Complement component C9	Болезни кожи и соединительной ткани	Libman-Sacks Disease
Epidermal growth factor receptor	Болезни кожи и соединительной ткани	Malignant neoplasm of breast
Epidermal growth factor receptor	Болезни кожи и соединительной ткани	Breast Carcinoma
Epidermal growth factor receptor	Болезни кожи и соединительной ткани	Mammary Neoplasms, Human
Epidermal growth factor receptor	Болезни кожи и соединительной ткани	Mammary Neoplasms
Epidermal growth factor receptor	Болезни кожи и соединительной ткани	Mammary Carcinoma, Human
Intercellular adhesion molecule 1	Болезни кожи и соединительной ткани	Behcet Syndrome
Intercellular adhesion molecule 1	Болезни кожи и соединительной ткани	Urticaria
Interleukin-10	Болезни кожи и соединительной ткани	Rheumatoid Arthritis
Interleukin-10	Болезни кожи и соединительной ткани	Behcet Syndrome
Interleukin-10	Болезни кожи и соединительной ткани	Malignant neoplasm of breast
Interleukin-10	Болезни кожи и соединительной ткани	Dermatitis, Atopic
Interleukin-10	Болезни кожи и соединительной ткани	Leishmaniasis
Interleukin-10	Болезни кожи и соединительной ткани	Leishmaniasis, Cutaneous
Interleukin-10	Болезни кожи и соединительной ткани	Lupus Erythematosus, Systemic
Interleukin-10	Болезни кожи и соединительной ткани	Dermatitis, Occupational
Interleukin-10	Болезни кожи и соединительной ткани	Eczema, Infantile
Interleukin-10	Болезни кожи и соединительной ткани	Industrial Dermatosis
Interleukin-10	Болезни кожи и соединительной ткани	Leishmaniasis, New World
Interleukin-10	Болезни кожи и соединительной ткани	Urban cutaneous leishmaniasis
Interleukin-10	Болезни кожи и соединительной ткани	Dermatitis, Allergic Contact
Interleukin-10	Болезни кожи и соединительной ткани	Libman-Sacks Disease
Interleukin-10	Болезни кожи и соединительной ткани	Breast Carcinoma
Interleukin-10	Болезни кожи и соединительной ткани	Mammary Neoplasms, Human
Interleukin-10	Болезни кожи и соединительной ткани	Mammary Neoplasms
Interleukin-10	Болезни кожи и соединительной ткани	Mammary Carcinoma, Human
Interleukin-6	Болезни кожи и соединительной ткани	Rheumatoid Arthritis
Interleukin-6	Болезни кожи и соединительной ткани	Malignant neoplasm of breast
Interleukin-6	Болезни кожи и соединительной ткани	Dermatitis, Atopic
Interleukin-6	Болезни кожи и соединительной ткани	Leishmaniasis
Interleukin-6	Болезни кожи и соединительной ткани	Lupus Erythematosus, Systemic
Interleukin-6	Болезни кожи и соединительной ткани	Eczema, Infantile
Interleukin-6	Болезни кожи и соединительной ткани	Juvenile-Onset Still Disease
Interleukin-6	Болезни кожи и соединительной ткани	Libman-Sacks Disease
Interleukin-6	Болезни кожи и соединительной ткани	Breast Carcinoma
Interleukin-6	Болезни кожи и соединительной ткани	Mammary Neoplasms, Human
Interleukin-6	Болезни кожи и соединительной ткани	Systemic onset juvenile chronic arthritis
Interleukin-6	Болезни кожи и соединительной ткани	Mammary Neoplasms
Interleukin-6	Болезни кожи и соединительной ткани	Rheumatoid Arthritis, Systemic Juvenile
Interleukin-6	Болезни кожи и соединительной ткани	Mammary Carcinoma, Human
Kininogen-1	Болезни кожи и соединительной ткани	Drug Eruptions
Kininogen-1	Болезни кожи и соединительной ткани	Angioedemas, Hereditary
Kininogen-1	Болезни кожи и соединительной ткани	Dermatitis, Occupational
